1,1
2,1
3,1
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,1
12,0
13,0
14,0
15,0
16,1
17,1
18,1
19,1
20,1
21,1
22,0
23,1
24,0
25,0
26,0
27,1
28,1
29,0
30,1
31,1
32,0
33,0
34,0
35,0
36,1
37,1
38,0
39,0
40,1
41,1
42,1
43,0
44,1
45,1
46,0
47,1
48,1
49,1
50,0
51,0
52,0
53,0
54,0
55,0
56,1
57,1
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,1
66,0
67,0
68,1
69,0
70,0
71,0
72,1
73,0
74,1
75,0
76,0
77,0
78,1
79,1
80,0
81,0
82,0
83,1
84,1
85,0
86,0
87,0
88,0
89,1
90,1
91,0
92,1
93,1
94,0
95,0
96,1
97,1
98,1
99,1
100,1
101,1
102,1
103,1
104,1
105,0
106,1
107,0
108,1
109,1
110,0
111,1
112,0
113,0
114,1
115,0
116,1
117,1
118,0
119,1
120,1
121,1
122,0
123,1
124,1
125,1
126,1
127,1
128,1
129,1
130,0
131,1
132,1
133,0
134,0
135,0
136,0
137,0
138,1
139,1
140,0
141,0
142,1
143,0
144,1
145,1
146,1
147,0
148,1
149,0
150,1
151,1
152,0
153,0
154,1
155,1
156,1
157,0
158,0
159,1
160,0
161,0
162,0
163,1
164,1
165,0
166,0
167,0
168,1
169,1
170,1
171,0
172,0
173,0
174,0
175,1
176,0
177,1
178,1
179,0
180,1
181,0
182,1
183,1
184,1
185,0
186,1
187,1
188,1
189,0
190,1
191,0
192,1
193,1
194,1
195,1
196,0
197,1
198,0
199,1
200,1
201,0
202,1
203,1
204,1
205,0
206,1
207,1
208,0
209,0
210,1
211,0
212,0
213,1
214,1
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,1
225,1
226,0
227,0
228,1
229,1
230,1
231,0
232,1
233,1
234,0
235,1
236,0
237,1
238,0
239,0
240,0
241,0
242,0
243,1
244,1
245,1
246,1
247,0
248,1
249,0
250,0
251,0
252,0
253,0
254,0
255,1
256,1
257,1
258,0
259,0
260,0
261,0
262,1
263,0
264,0
265,1
266,1
267,0
268,1
269,1
270,0
271,1
272,1
273,0
274,1
275,1
276,0
277,1
278,0
279,1
280,0
281,1
282,0
283,1
284,1
285,1
286,1
287,0
288,0
289,0
290,1
291,1
292,0
293,0
294,0
295,1
296,0
297,1
298,0
299,1
300,0
301,0
302,0
303,1
304,0
305,1
306,1
307,0
308,0
309,0
310,1
311,0
312,0
313,1
314,1
315,0
316,0
317,1
318,0
319,0
320,0
321,0
322,0
323,1
324,1
325,0
326,1
327,1
328,1
329,0
330,1
331,0
332,1
333,0
334,1
335,0
336,0
337,0
338,1
339,0
340,1
341,1
342,0
343,1
344,0
345,0
346,1
347,1
348,0
349,1
350,1
351,0
352,1
353,0
354,1
355,0
356,0
357,1
358,0
359,1
360,0
361,0
362,0
363,1
364,0
365,0
366,0
367,1
368,0
369,1
370,0
371,1
372,1
373,0
374,0
375,0
376,1
377,1
378,1
379,1
380,1
381,0
382,0
383,0
384,1
385,0
386,0
387,1
388,1
389,0
390,0
391,1
392,1
393,0
394,1
395,0
396,1
397,0
398,0
399,1
400,1
401,1
402,1
403,0
404,1
405,1
406,0
407,0
408,1
409,0
410,1
411,0
412,1
413,0
414,0
415,0
416,1
417,0
418,1
419,1
420,0
421,0
422,1
423,1
424,0
425,1
426,1
427,0
428,1
429,0
430,0
431,1
432,0
433,0
434,0
435,0
436,1
437,0
438,0
439,1
440,0
441,0
442,1
443,1
444,1
445,0
446,1
447,0
448,1
449,1
450,1
451,1
452,1
453,1
454,1
455,1
456,1
457,1
458,1
459,1
460,0
461,1
462,1
463,1
464,0
465,1
466,1
467,1
468,0
469,0
470,0
471,1
472,1
473,0
474,0
475,1
476,0
477,0
478,1
479,0
480,0
481,0
482,1
483,0
484,1
485,1
486,1
487,0
488,0
489,1
490,0
491,0
492,0
493,0
494,1
495,1
496,0
497,0
498,1
499,1
500,1
501,0
502,0
503,1
504,0
505,1
506,0
507,0
508,1
509,0
510,1
511,0
512,0
513,1
514,0
515,1
516,0
517,1
518,1
519,0
520,0
521,0
522,0
523,1
524,0
525,1
526,0
527,1
528,0
529,0
530,0
531,1
532,0
533,1
534,1
535,0
536,1
537,1
538,0
539,0
540,0
541,1
542,0
543,1
544,0
545,1
546,1
547,0
548,0
549,1
550,0
551,1
552,0
553,0
554,1
555,1
556,0
557,1
558,0
559,0
560,0
561,1
562,1
563,1
564,1
565,1
566,1
567,1
568,1
569,0
570,1
571,0
572,1
573,1
574,0
575,1
576,1
577,1
578,0
579,0
580,1
581,0
582,0
583,0
584,1
585,0
586,0
587,1
588,0
589,1
590,0
591,0
592,0
593,0
594,1
595,0
596,0
597,1
598,1
599,0
600,0
601,1
602,0
603,0
